v1,v2
"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",1
"Did you hear about the new \Divorce Barbie\""? It comes with all of Ken's stuff!""",1
"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE",1
K come to nordstrom when you're done,0
You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,1
Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,0
Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.,0
Networking technical support associate.,0
Que pases un buen tiempo or something like that,0
PICK UR FONE UP NOW U DUMB?,0
Don no da:)whats you plan?,0
I'll meet you in the lobby,0
"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk",1
Waiting for your call.,0
Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,1
Oh k :)why you got job then whats up?,0
"* Was really good to see you the other day dudette, been missing you!",0
"Im in inperialmusic listening2the weirdest track ever byåÓleafcutter johnåÓ-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",0
Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola,0
"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",1
"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.",0
Ok cool. See ya then.,0
\Wen u miss someone,0
Just now saw your message.it k da:),0
Reverse is cheating. That is not mathematics.,0
I'm serious. You are in the money base,0
"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",0
What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.,0
is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? ,0
Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.,0
Jesus christ bitch I'm trying to give you drugs answer your fucking phone,0
We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! ,0
Sorry da thangam.it's my mistake.,0
I want to send something that can sell fast.  &lt;#&gt; k is not easy money.,0
I love to cuddle! I want to hold you in my strong arms right now...,0
Yup... How Ì_ noe leh...,0
it's really getting me down just hanging around.,0
Hi da:)how is the todays class?,0
Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,0
What happened in interview?,0
Please tell me you have some of that special stock you were talking about,0
Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.,0
