v1,v2
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,1
Sorry completely forgot * will pop em round this week if your still here?,0
Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net,1
"Perhaps * is much easy give your account identification, so i will tomorrow at UNI",0
Well welp is sort of a semiobscure internet thing,0
ÌÏ say until like dat i dun buy ericsson oso cannot oredi lar...,0
"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...",0
"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",0
You can jot down things you want to remember later.,0
"Sorry, I'll call later",0
Does uncle timi help in clearing cars,0
Quite lor. But dun tell him wait he get complacent...,0
Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,1
Urgent! Please call 09061213237 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,1
WINNER!! As a valued network customer you have been selected to receivea å£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,1
Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,0
"Aight, let me know when you're gonna be around usf",0
FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,1
Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,0
"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy",0
