v1,v2
No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),0
Whos this am in class:-),0
Im done. Just studyn in library,0
"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.",0
Customer place i will call you,0
Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.,0
Hey i will be late ah... Meet you at 945+,0
K actually can you guys meet me at the sunoco on howard? It should be right on the way,0
Jus finished avatar nigro,0
"I am real, baby! I want to bring out your inner tigress...",0
Pls she needs to dat slowly or she will vomit more.,0
So wats ur opinion abt him and how abt is character?,0
"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",1
Pls dont forget to study,0
Bring home some Wendy =D,0
