v1,v2
Hi juan. Im coming home on fri hey. Of course i expect a welcome party and lots of presents. Ill phone u when i get back. Loads of love nicky x x x x x x x x x,0
"Its good, we'll find a way",0
"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",0
Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx,0
Tell them no need to investigate about me anywhere.,0
Come to medical college at 7pm ......forward it da,0
Why do you ask princess?,0
Just finished eating. Got u a plate. NOT leftovers this time.,0
I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!,0
Wot u up 2 u weirdo?,0
Hey what happen de. Are you alright.,0
I need you to be in my strong arms...,0
\HEY KATE,0
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,0
Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,1
"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",1
"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",1
Hey we can go jazz power yoga hip hop kb and yogasana ,0
"Its ok., i just askd did u knw tht no?",0
Studying. But i.ll be free next weekend.,0
Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,0
Okie,0
"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",1
Are you sure you don't mean \get here,0
K.i will send in  &lt;#&gt;  min:),0
Hi. Hope you had a good day. Have a better night.,0
"Awesome, be there in a minute",0
"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",0
Guess he wants alone time. We could just show up and watch when they do..,0
Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,0
"Sounds good, keep me posted",0
"Hmm ok, i'll stay for like an hour cos my eye is really sore!",0
His frens go then he in lor. Not alone wif my mum n sis lor.,0
ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,1
"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",1
Will be office around 4 pm. Now i am going hospital.,0
Left dessert. U wan me 2 go suntec look 4 u?,0
We can make a baby in yo tho,0
He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,0
"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! ",0
I borrow ur bag ok.,0
Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls å£1/minMobsmoreLKPOBOX177HP51FL,1
Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,0
